n,x,y,val,dP,lab,xT,yT
58227,4.081508,1.120384,0,1754,NaN,NaN,NaN
58228,4.061037,1.12333,0,1756,NaN,NaN,NaN
58229,4.034716,1.126275,0,1757,NaN,NaN,NaN
58230,3.961594,1.126275,0,1758,NaN,NaN,NaN
58231,3.873829,1.143948,0,1760,NaN,NaN,NaN
58232,3.768488,1.164566,0,1760,NaN,NaN,NaN
58233,3.636776,1.176348,0,1760,NaN,NaN,NaN
58234,3.425956,1.173402,0,1761,NaN,NaN,NaN
58235,3.156442,1.19402,0,1762,NaN,NaN,NaN
58236,2.869197,1.226419,0,1762,NaN,NaN,NaN
58237,2.578874,1.261762,0,1762,NaN,NaN,NaN
58238,2.212117,1.282378,0,1762,NaN,NaN,NaN
58239,1.821689,1.326555,0,1762,NaN,NaN,NaN
58240,1.457528,1.367785,0,1762,NaN,NaN,NaN
58241,1.10794,1.409013,0,1762,NaN,NaN,NaN
58242,0.767085,1.441406,0,1759,NaN,NaN,NaN
58243,0.423237,1.494411,0,1757,NaN,NaN,NaN
58244,0.138142,1.547413,0,1755,NaN,NaN,NaN
58245,-0.167534,1.585691,0,1755,NaN,NaN,NaN
58246,-0.434993,1.626912,0,1756,NaN,NaN,NaN
58247,-0.68774,1.656354,0,1757,NaN,NaN,NaN
58248,-0.91989,1.685795,0,1758,NaN,NaN,NaN
58249,-1.169639,1.70346,0,1755,NaN,NaN,NaN
58250,-1.384093,1.721124,0,1750,NaN,NaN,NaN
58251,-1.583825,1.738787,0,1745,NaN,NaN,NaN
58252,-1.792327,1.738787,0,1743,NaN,NaN,NaN
58253,-1.968488,1.741731,0,1741,NaN,NaN,NaN
58254,-2.109391,1.753507,0,1740,NaN,NaN,NaN
58255,-2.217987,1.762338,0,1740,NaN,NaN,NaN
58256,-2.358843,1.77117,0,1741,NaN,NaN,NaN
58257,-2.458599,1.774114,0,1738,NaN,NaN,NaN
58258,-2.517273,1.777058,0,1734,NaN,NaN,NaN
58259,-2.520206,1.782945,0,1730,NaN,NaN,NaN
58260,-2.570074,1.788833,0,1730,NaN,NaN,NaN
58261,-2.622871,1.791776,0,1731,NaN,NaN,NaN
58262,-2.696193,1.785889,0,1732,NaN,NaN,NaN
58263,-2.746047,1.780001,0,1732,NaN,NaN,NaN
58264,-2.790032,1.782945,0,1732,NaN,NaN,NaN
58265,-2.807625,1.788833,0,1733,NaN,NaN,NaN
58266,-2.801761,1.791776,0,1730,NaN,NaN,NaN
58267,-2.795896,1.79472,0,1728,NaN,NaN,NaN
58268,-2.766573,1.803551,0,1725,NaN,NaN,NaN
58269,-2.728452,1.800608,0,1727,NaN,NaN,NaN
58270,-2.660999,1.785889,0,1728,NaN,NaN,NaN
58271,-2.617005,1.77117,0,1729,NaN,NaN,NaN
58272,-2.575941,1.777058,0,1729,NaN,NaN,NaN
58273,-2.543674,1.780001,0,1730,NaN,NaN,NaN
58274,-2.526073,1.788833,0,1732,NaN,NaN,NaN
58275,-2.508472,1.79472,0,1733,NaN,NaN,NaN
58276,-2.505538,1.79472,0,1733,NaN,NaN,NaN
58277,-2.502605,1.762338,0,1733,NaN,NaN,NaN
58278,-2.526073,1.732899,0,1732,NaN,NaN,NaN
58279,-2.549541,1.706404,0,1731,NaN,NaN,NaN
58280,-2.578874,1.70346,0,1730,NaN,NaN,NaN
58281,-2.58474,1.70346,0,1730,NaN,NaN,NaN
58282,-2.58474,1.706404,0,1730,NaN,NaN,NaN
58283,-2.581807,1.706404,0,1730,NaN,NaN,NaN
58284,-2.575941,1.706404,0,1729,NaN,NaN,NaN
58285,-2.573007,1.70346,0,1729,NaN,NaN,NaN
58286,-2.578874,1.700515,0,1730,NaN,NaN,NaN
58287,-2.58474,1.700515,0,1729,NaN,NaN,NaN
58288,-2.590607,1.709348,0,1726,NaN,NaN,NaN
58289,-2.590607,1.721124,0,1725,NaN,NaN,NaN
58290,-2.596473,1.727012,0,1725,NaN,NaN,NaN
58291,-2.599406,1.715236,0,1726,NaN,NaN,NaN
58292,-2.599406,1.700515,0,1726,NaN,NaN,NaN
58293,-2.599406,1.700515,0,1727,NaN,NaN,NaN
58294,-2.599406,1.712292,0,1725,NaN,NaN,NaN
58295,-2.602339,1.721124,0,1723,NaN,NaN,NaN
58296,-2.605273,1.71818,0,1720,NaN,NaN,NaN
58297,-2.605273,1.715236,0,1720,NaN,NaN,NaN
58298,-2.622871,1.715236,0,1721,NaN,NaN,NaN
58299,-2.640469,1.715236,0,1722,NaN,NaN,NaN
58300,-2.658067,1.712292,0,1721,NaN,NaN,NaN
58301,-2.658067,1.709348,0,1720,NaN,NaN,NaN
58302,-2.660999,1.700515,0,1719,NaN,NaN,NaN
58303,-2.663932,1.694627,0,1718,NaN,NaN,NaN
58304,-2.666865,1.694627,0,1717,NaN,NaN,NaN
58305,-2.669798,1.70346,0,1715,NaN,NaN,NaN
58306,-2.672731,1.712292,0,1714,NaN,NaN,NaN
58307,-2.675664,1.712292,0,1714,NaN,NaN,NaN
58308,-2.687395,1.709348,0,1714,NaN,NaN,NaN
58309,-2.699126,1.706404,0,1715,NaN,NaN,NaN
58310,-2.699126,1.706404,0,1715,NaN,NaN,NaN
58311,-2.687395,1.709348,0,1715,NaN,NaN,NaN
58312,-2.675664,1.721124,0,1713,NaN,NaN,NaN
58313,-2.681529,1.735843,0,1712,NaN,NaN,NaN
58314,-2.684462,1.741731,0,1711,NaN,NaN,NaN
58315,-2.672731,1.744675,0,1711,NaN,NaN,NaN
58316,-2.658067,1.744675,0,1710,NaN,NaN,NaN
58317,-2.649268,1.747619,0,1710,NaN,NaN,NaN
58318,-2.666865,1.756451,0,1711,NaN,NaN,NaN
58319,-2.678596,1.759395,0,1710,NaN,NaN,NaN
58320,-2.684462,1.759395,0,1709,NaN,NaN,NaN
58321,-2.681529,1.753507,0,1706,NaN,NaN,NaN
58322,-2.681529,1.750563,0,1705,NaN,NaN,NaN
58323,-2.684462,1.753507,0,1705,NaN,NaN,NaN
58324,-2.684462,1.756451,0,1704,NaN,NaN,NaN
58325,-2.684462,1.762338,0,1704,NaN,NaN,NaN
58326,-2.687395,1.759395,0,1703,NaN,NaN,NaN
58327,-2.699126,1.762338,0,1704,NaN,NaN,NaN
58328,-2.710856,1.756451,0,1705,NaN,NaN,NaN
58329,-2.713789,1.747619,0,1705,NaN,NaN,NaN
58330,-2.702058,1.747619,0,1705,NaN,NaN,NaN
58331,-2.69326,1.759395,0,1703,NaN,NaN,NaN
58332,-2.707924,1.77117,0,1702,NaN,NaN,NaN
58333,-2.719654,1.774114,0,1700,NaN,NaN,NaN
58334,-2.719654,1.79472,0,1700,NaN,NaN,NaN
58335,-2.707924,1.812383,0,1700,NaN,NaN,NaN
58336,-2.69326,1.847706,0,1699,NaN,NaN,NaN
58337,-2.681529,1.862424,0,1698,NaN,NaN,NaN
58338,-2.666865,1.853593,0,1696,NaN,NaN,NaN
58339,-2.655134,1.835932,0,1695,NaN,NaN,NaN
58340,-2.660999,1.821214,0,1694,NaN,NaN,NaN
58341,-2.663932,1.830045,0,1693,NaN,NaN,NaN
58342,-2.684462,1.835932,0,1693,NaN,NaN,NaN
58343,-2.707924,1.830045,0,1691,NaN,NaN,NaN
58344,-2.716721,1.821214,0,1690,NaN,NaN,NaN
58345,-2.707924,1.800608,0,1689,NaN,NaN,NaN
58346,-2.696193,1.788833,0,1689,NaN,NaN,NaN
58347,-2.696193,1.788833,0,1689,NaN,NaN,NaN
58348,-2.69326,1.803551,0,1688,NaN,NaN,NaN
58349,-2.699126,1.81827,0,1688,NaN,NaN,NaN
58350,-2.707924,1.81827,0,1689,NaN,NaN,NaN
58351,-2.713789,1.832988,0,1689,NaN,NaN,NaN
58352,-2.707924,1.853593,0,1689,NaN,NaN,NaN
58353,-2.704991,1.874198,0,1689,NaN,NaN,NaN
58354,-2.704991,1.880085,0,1688,NaN,NaN,NaN
58355,-2.710856,1.877141,0,1688,NaN,NaN,NaN
58356,-2.713789,1.868311,0,1688,NaN,NaN,NaN
58357,-2.713789,1.85948,0,1689,NaN,NaN,NaN
58358,-2.713789,1.853593,0,1686,NaN,NaN,NaN
58359,-2.713789,1.856537,0,1684,NaN,NaN,NaN
58360,-2.719654,1.85948,0,1682,NaN,NaN,NaN
58361,-2.713789,1.856537,0,1683,NaN,NaN,NaN
58362,-2.710856,1.85065,0,1684,NaN,NaN,NaN
58363,-2.707924,1.847706,0,1685,NaN,NaN,NaN
58364,-2.713789,1.847706,0,1685,NaN,NaN,NaN
58365,-2.719654,1.85065,0,1685,NaN,NaN,NaN
58366,-2.725519,1.85065,0,1684,NaN,NaN,NaN
58367,-2.722587,1.847706,0,1684,NaN,NaN,NaN
58368,-2.719654,1.838875,0,1682,NaN,NaN,NaN
58369,-2.716721,1.830045,0,1679,NaN,NaN,NaN
58370,-2.734317,1.81827,0,1678,NaN,NaN,NaN
58371,-2.748979,1.815326,0,1679,NaN,NaN,NaN
58372,-2.763641,1.809439,0,1680,NaN,NaN,NaN
58373,-2.763641,1.812383,0,1678,NaN,NaN,NaN
58374,-2.763641,1.806495,0,1676,NaN,NaN,NaN
58375,-2.763641,1.803551,0,1677,NaN,NaN,NaN
58376,-2.754844,1.809439,0,1676,NaN,NaN,NaN
58377,-2.746047,1.81827,0,1675,NaN,NaN,NaN
58378,-2.737249,1.830045,0,1674,NaN,NaN,NaN
58379,-2.740182,1.830045,0,1674,NaN,NaN,NaN
58380,-2.716721,1.841819,0,1674,NaN,NaN,NaN
58381,-2.69326,1.853593,0,1673,NaN,NaN,NaN
58382,-2.678596,1.868311,0,1672,NaN,NaN,NaN
58383,-2.684462,1.871254,0,1669,NaN,NaN,NaN
58384,-2.690327,1.871254,0,1669,NaN,NaN,NaN
58385,-2.69326,1.871254,0,1668,NaN,NaN,NaN
58386,-2.696193,1.871254,0,1668,NaN,NaN,NaN
58387,-2.699126,1.868311,0,1667,NaN,NaN,NaN
58388,-2.699126,1.865367,0,1667,NaN,NaN,NaN
58389,-2.707924,1.85948,0,1668,NaN,NaN,NaN
58390,-2.716721,1.856537,0,1669,NaN,NaN,NaN
58391,-2.722587,1.844763,0,1670,NaN,NaN,NaN
58392,-2.719654,1.830045,0,1670,NaN,NaN,NaN
58393,-2.722587,1.824157,0,1668,NaN,NaN,NaN
58394,-2.725519,1.830045,0,1666,NaN,NaN,NaN
58395,-2.719654,1.835932,0,1664,NaN,NaN,NaN
58396,-2.716721,1.838875,0,1663,NaN,NaN,NaN
58397,-2.719654,1.847706,0,1662,NaN,NaN,NaN
58398,-2.728452,1.85948,0,1663,NaN,NaN,NaN
58399,-2.737249,1.868311,0,1664,NaN,NaN,NaN
58400,-2.737249,1.871254,0,1664,NaN,NaN,NaN
58401,-2.737249,1.883028,0,1660,NaN,NaN,NaN
58402,-2.737249,1.891859,0,1656,NaN,NaN,NaN
58403,-2.728452,1.897746,0,1653,NaN,NaN,NaN
58404,-2.722587,1.880085,0,1653,NaN,NaN,NaN
58405,-2.710856,1.865367,0,1654,NaN,NaN,NaN
58406,-2.707924,1.856537,0,1654,NaN,NaN,NaN
58407,-2.716721,1.865367,0,1654,NaN,NaN,NaN
58408,-2.731384,1.883028,0,1655,NaN,NaN,NaN
58409,-2.743114,1.897746,0,1654,NaN,NaN,NaN
58410,-2.746047,1.906576,0,1654,NaN,NaN,NaN
58411,-2.740182,1.903632,0,1653,NaN,NaN,NaN
58412,-2.740182,1.900689,0,1653,NaN,NaN,NaN
58413,-2.746047,1.900689,0,1652,NaN,NaN,NaN
58414,-2.763641,1.906576,0,1651,NaN,NaN,NaN
58415,-2.77537,1.912462,0,1649,NaN,NaN,NaN
58416,-2.7871,1.915406,0,1648,NaN,NaN,NaN
58417,-2.7871,1.912462,0,1650,NaN,NaN,NaN
58418,-2.772438,1.906576,0,1652,NaN,NaN,NaN
58419,-2.757776,1.900689,0,1653,NaN,NaN,NaN
58420,-2.743114,1.900689,0,1652,NaN,NaN,NaN
58421,-2.746047,1.915406,0,1652,NaN,NaN,NaN
58422,-2.754844,1.933066,0,1652,NaN,NaN,NaN
58423,-2.760709,1.944839,0,1652,NaN,NaN,NaN
58424,-2.763641,1.938952,0,1648,NaN,NaN,NaN
58425,-2.757776,1.933066,0,1645,NaN,NaN,NaN
58426,-2.754844,1.927179,0,1641,NaN,NaN,NaN
58427,-2.754844,1.927179,0,1639,NaN,NaN,NaN
58428,-2.757776,1.924236,0,1638,NaN,NaN,NaN
58429,-2.760709,1.915406,0,1637,NaN,NaN,NaN
58430,-2.754844,1.909519,0,1637,NaN,NaN,NaN
58431,-2.751911,1.903632,0,1636,NaN,NaN,NaN
58432,-2.737249,1.903632,0,1636,NaN,NaN,NaN
58433,-2.731384,1.903632,0,1636,NaN,NaN,NaN
58434,-2.722587,1.909519,0,1638,NaN,NaN,NaN
58435,-2.737249,1.915406,0,1640,NaN,NaN,NaN
58436,-2.748979,1.915406,0,1643,NaN,NaN,NaN
58437,-2.760709,1.909519,0,1644,NaN,NaN,NaN
58438,-2.751911,1.912462,0,1645,NaN,NaN,NaN
58439,-2.748979,1.918349,0,1643,NaN,NaN,NaN
58440,-2.743114,1.918349,0,1641,NaN,NaN,NaN
58441,-2.743114,1.915406,0,1639,NaN,NaN,NaN
58442,-2.740182,1.912462,0,1638,NaN,NaN,NaN
58443,-2.737249,1.915406,0,1637,NaN,NaN,NaN
58444,-2.734317,1.912462,0,1637,NaN,NaN,NaN
58445,-2.754844,1.915406,0,1637,NaN,NaN,NaN
58446,-2.77537,1.924236,0,1635,NaN,NaN,NaN
58447,-2.778303,1.930122,0,1632,NaN,NaN,NaN
58448,-2.760709,1.930122,0,1630,NaN,NaN,NaN
58449,-2.740182,1.930122,0,1630,NaN,NaN,NaN
58450,-2.740182,1.933066,0,1630,NaN,NaN,NaN
58451,-2.740182,1.933066,0,1629,NaN,NaN,NaN
58452,-2.746047,1.933066,0,1629,NaN,NaN,NaN
58453,-2.751911,1.933066,0,1630,NaN,NaN,NaN
58454,-2.754844,1.933066,0,1632,NaN,NaN,NaN
58455,-2.748979,1.933066,0,1635,NaN,NaN,NaN
58456,-2.748979,1.938952,0,1634,NaN,NaN,NaN
58457,-2.746047,1.941896,0,1632,NaN,NaN,NaN
58458,-2.748979,1.944839,0,1630,NaN,NaN,NaN
58459,-2.763641,1.944839,0,1629,NaN,NaN,NaN
58460,-2.778303,1.944839,0,1628,NaN,NaN,NaN
58461,-2.798828,1.947782,0,1628,NaN,NaN,NaN
58462,-2.801761,1.956612,0,1628,NaN,NaN,NaN
58463,-2.784167,1.968384,0,1627,NaN,NaN,NaN
58464,-2.763641,1.977214,0,1626,NaN,NaN,NaN
58465,-2.740182,1.953668,0,1625,NaN,NaN,NaN
58466,-2.734317,1.933066,0,1625,NaN,NaN,NaN
58467,-2.743114,1.909519,0,1625,NaN,NaN,NaN
58468,-2.754844,1.909519,0,1626,NaN,NaN,NaN
58469,-2.769506,1.912462,0,1627,NaN,NaN,NaN
58470,-2.769506,1.930122,0,1627,NaN,NaN,NaN
58471,-2.772438,1.950725,0,1625,NaN,NaN,NaN
58472,-2.781235,1.965441,0,1624,NaN,NaN,NaN
58473,-2.798828,1.962498,0,1624,NaN,NaN,NaN
58474,-2.810557,1.962498,0,1626,NaN,NaN,NaN
58475,-2.816421,1.962498,0,1627,NaN,NaN,NaN
58476,-2.813489,1.971328,0,1628,NaN,NaN,NaN
58477,-2.810557,1.977214,0,1627,NaN,NaN,NaN
58478,-2.807625,1.968384,0,1625,NaN,NaN,NaN
58479,-2.807625,1.953668,0,1626,NaN,NaN,NaN
58480,-2.807625,1.941896,0,1626,NaN,NaN,NaN
58481,-2.804693,1.944839,0,1626,NaN,NaN,NaN
58482,-2.801761,1.947782,0,1627,NaN,NaN,NaN
58483,-2.798828,1.950725,0,1628,NaN,NaN,NaN
58484,-2.798828,1.950725,0,1628,NaN,NaN,NaN
58485,-2.804693,1.956612,0,1628,NaN,NaN,NaN
58486,-2.807625,1.962498,0,1626,NaN,NaN,NaN
58487,-2.807625,1.968384,0,1623,NaN,NaN,NaN
58488,-2.804693,1.965441,0,1621,NaN,NaN,NaN
58489,-2.804693,1.953668,0,1621,NaN,NaN,NaN
58490,-2.804693,1.941896,0,1621,NaN,NaN,NaN
58491,-2.807625,1.936009,0,1621,NaN,NaN,NaN
58492,-2.810557,1.930122,0,1622,NaN,NaN,NaN
58493,-2.816421,1.924236,0,1622,NaN,NaN,NaN
58494,-2.822285,1.924236,0,1621,NaN,NaN,NaN
58495,-2.825218,1.927179,0,1620,NaN,NaN,NaN
58496,-2.825218,1.930122,0,1619,NaN,NaN,NaN
58497,-2.834014,1.930122,0,1621,NaN,NaN,NaN
58498,-2.845742,1.930122,0,1623,NaN,NaN,NaN
58499,-2.854537,1.938952,0,1624,NaN,NaN,NaN
58500,-2.857469,1.950725,0,1626,NaN,NaN,NaN
58501,-2.848674,1.962498,0,1625,NaN,NaN,NaN
58502,-2.836946,1.971328,0,1623,NaN,NaN,NaN
58503,-2.831082,1.971328,0,1620,NaN,NaN,NaN
58504,-2.810557,1.962498,0,1619,NaN,NaN,NaN
58505,-2.790032,1.947782,0,1617,NaN,NaN,NaN
58506,-2.790032,1.933066,0,1616,NaN,NaN,NaN
58507,-2.810557,1.944839,0,1616,NaN,NaN,NaN
58508,-2.831082,1.959555,0,1616,NaN,NaN,NaN
58509,-2.834014,1.971328,0,1617,NaN,NaN,NaN
58510,-2.836946,1.974271,0,1618,NaN,NaN,NaN
58511,-2.839878,1.959555,0,1619,NaN,NaN,NaN
58512,-2.839878,1.944839,0,1618,NaN,NaN,NaN
58513,-2.839878,1.927179,0,1617,NaN,NaN,NaN
58514,-2.845742,1.921293,0,1616,NaN,NaN,NaN
58515,-2.851605,1.915406,0,1617,NaN,NaN,NaN
58516,-2.863333,1.915406,0,1617,NaN,NaN,NaN
58517,-2.872129,1.921293,0,1618,NaN,NaN,NaN
58518,-2.860401,1.936009,0,1619,NaN,NaN,NaN
58519,-2.839878,1.947782,0,1619,NaN,NaN,NaN
58520,-2.819353,1.959555,0,1619,NaN,NaN,NaN
58521,-2.825218,1.959555,0,1618,NaN,NaN,NaN
58522,-2.84281,1.953668,0,1616,NaN,NaN,NaN
58523,-2.854537,1.950725,0,1614,NaN,NaN,NaN
58524,-2.860401,1.953668,0,1613,NaN,NaN,NaN
58525,-2.851605,1.959555,0,1614,NaN,NaN,NaN
58526,-2.845742,1.953668,0,1615,NaN,NaN,NaN
58527,-2.848674,1.947782,0,1616,NaN,NaN,NaN
58528,-2.857469,1.941896,0,1615,NaN,NaN,NaN
58529,-2.860401,1.938952,0,1614,NaN,NaN,NaN
58530,-2.860401,1.936009,0,1615,NaN,NaN,NaN
58531,-2.857469,1.936009,0,1615,NaN,NaN,NaN
58532,-2.854537,1.941896,0,1615,NaN,NaN,NaN
58533,-2.848674,1.950725,0,1613,NaN,NaN,NaN
58534,-2.836946,1.962498,0,1610,NaN,NaN,NaN
58535,-2.831082,1.977214,0,1609,NaN,NaN,NaN
58536,-2.825218,1.991929,0,1608,NaN,NaN,NaN
58537,-2.822285,1.994872,0,1607,NaN,NaN,NaN
58538,-2.819353,1.997816,0,1605,NaN,NaN,NaN
58539,-2.816421,2.003702,0,1604,NaN,NaN,NaN
58540,-2.810557,2.012531,0,1604,NaN,NaN,NaN
58541,-2.807625,2.012531,0,1605,NaN,NaN,NaN
58542,-2.822285,2.009588,0,1606,NaN,NaN,NaN
58543,-2.839878,2.006645,0,1606,NaN,NaN,NaN
58544,-2.848674,2.009588,0,1606,NaN,NaN,NaN
58545,-2.825218,2.003702,0,1605,NaN,NaN,NaN
58546,-2.804693,1.986043,0,1606,NaN,NaN,NaN
58547,-2.7871,1.968384,0,1606,NaN,NaN,NaN
58548,-2.784167,1.962498,0,1607,NaN,NaN,NaN
58549,-2.784167,1.962498,0,1608,NaN,NaN,NaN
58550,-2.781235,1.953668,0,1609,NaN,NaN,NaN
58551,-2.784167,1.941896,0,1610,NaN,NaN,NaN
58552,-2.792964,1.927179,0,1611,NaN,NaN,NaN
58553,-2.807625,1.927179,0,1610,NaN,NaN,NaN
58554,-2.819353,1.933066,0,1609,NaN,NaN,NaN
58555,-2.839878,1.941896,0,1607,NaN,NaN,NaN
58556,-2.848674,1.944839,0,1605,NaN,NaN,NaN
58557,-2.854537,1.936009,0,1603,NaN,NaN,NaN
58558,-2.848674,1.927179,0,1601,NaN,NaN,NaN
58559,-2.801761,1.918349,0,1604,NaN,NaN,NaN
58560,-2.757776,1.918349,0,1608,NaN,NaN,NaN
58561,-2.655134,1.918349,0,1612,NaN,NaN,NaN
58562,-2.508472,1.941896,0,1612,NaN,NaN,NaN
58563,-2.297222,1.965441,0,1610,NaN,NaN,NaN
58564,-2.082974,2.024303,0,1609,NaN,NaN,NaN
58565,-1.862796,2.065503,0,1607,NaN,NaN,NaN
58566,-1.648436,2.109644,0,1606,NaN,NaN,NaN
58567,-1.366468,2.147898,0,1607,NaN,NaN,NaN
58568,-1.102064,2.180264,0,1607,NaN,NaN,NaN
58569,-0.834673,2.215572,0,1606,NaN,NaN,NaN
58570,-0.608391,2.218514,0,1605,NaN,NaN,NaN
58571,-0.38209,2.221456,0,1604,NaN,NaN,NaN
58572,-0.164595,2.224399,0,1603,NaN,NaN,NaN
58573,-0.020574,2.224399,0,1604,NaN,NaN,NaN
58574,0.14696,2.215572,0,1605,NaN,NaN,NaN
58575,0.296856,2.197918,0,1606,NaN,NaN,NaN
58576,0.423237,2.189091,0,1606,NaN,NaN,NaN
58577,0.493773,2.180264,0,1606,NaN,NaN,NaN
58578,0.581941,2.17438,0,1607,NaN,NaN,NaN
58579,0.690678,2.171437,0,1608,NaN,NaN,NaN
58580,0.764146,2.165552,0,1608,NaN,NaN,NaN
58581,0.781778,2.16261,0,1610,NaN,NaN,NaN
58582,0.775901,2.16261,0,1610,NaN,NaN,NaN
58583,0.772962,2.171437,0,1611,NaN,NaN,NaN
58584,0.79941,2.177322,0,1610,NaN,NaN,NaN
58585,0.828796,2.189091,0,1609,NaN,NaN,NaN
58586,0.884629,2.194976,0,1608,NaN,NaN,NaN
58587,0.908136,2.203803,0,1607,NaN,NaN,NaN
58588,0.931644,2.206745,0,1605,NaN,NaN,NaN
58589,0.931644,2.206745,0,1603,NaN,NaN,NaN
58590,0.937521,2.206745,0,1604,NaN,NaN,NaN
58591,0.940459,2.206745,0,1606,NaN,NaN,NaN
58592,0.925767,2.189091,0,1607,NaN,NaN,NaN
58593,0.887567,2.165552,0,1607,NaN,NaN,NaN
58594,0.852305,2.144955,0,1607,NaN,NaN,NaN
58595,0.834673,2.13907,0,1607,NaN,NaN,NaN
58596,0.837612,2.144955,0,1607,NaN,NaN,NaN
58597,0.837612,2.153782,0,1608,NaN,NaN,NaN
58598,0.822919,2.159667,0,1609,NaN,NaN,NaN
58599,0.802349,2.159667,0,1610,NaN,NaN,NaN
58600,0.805288,2.159667,0,1609,NaN,NaN,NaN
58601,0.825858,2.156725,0,1608,NaN,NaN,NaN
58602,0.852305,2.16261,0,1606,NaN,NaN,NaN
58603,0.855243,2.168495,0,1606,NaN,NaN,NaN
58604,0.840551,2.159667,0,1606,NaN,NaN,NaN
58605,0.822919,2.153782,0,1605,NaN,NaN,NaN
58606,0.811165,2.147898,0,1605,NaN,NaN,NaN
58607,0.819981,2.153782,0,1605,NaN,NaN,NaN
58608,0.825858,2.15084,0,1606,NaN,NaN,NaN
58609,0.825858,2.144955,0,1608,NaN,NaN,NaN
58610,0.822919,2.144955,0,1610,NaN,NaN,NaN
58611,0.828796,2.147898,0,1610,NaN,NaN,NaN
58612,0.837612,2.144955,0,1610,NaN,NaN,NaN
58613,0.846428,2.142012,0,1610,NaN,NaN,NaN
58614,0.846428,2.142012,0,1610,NaN,NaN,NaN
58615,0.858182,2.13907,0,1608,NaN,NaN,NaN
58616,0.869936,2.1273,0,1605,NaN,NaN,NaN
58617,0.88169,2.115529,0,1603,NaN,NaN,NaN
58618,0.875813,2.106701,0,1604,NaN,NaN,NaN
58619,0.869936,2.106701,0,1605,NaN,NaN,NaN
58620,0.872875,2.106701,0,1606,NaN,NaN,NaN
58621,0.875813,2.115529,0,1606,NaN,NaN,NaN
58622,0.878752,2.1273,0,1606,NaN,NaN,NaN
58623,0.88169,2.13907,0,1606,NaN,NaN,NaN
58624,0.884629,2.13907,0,1607,NaN,NaN,NaN
58625,0.890506,2.130242,0,1607,NaN,NaN,NaN
58626,0.893444,2.124357,0,1607,NaN,NaN,NaN
58627,0.884629,2.124357,0,1606,NaN,NaN,NaN
58628,0.872875,2.130242,0,1605,NaN,NaN,NaN
58629,0.86112,2.136127,0,1604,NaN,NaN,NaN
58630,0.866998,2.13907,0,1603,NaN,NaN,NaN
58631,0.875813,2.136127,0,1602,NaN,NaN,NaN
58632,0.88169,2.136127,0,1602,NaN,NaN,NaN
58633,0.875813,2.133185,0,1603,NaN,NaN,NaN
58634,0.88169,2.130242,0,1603,NaN,NaN,NaN
58635,0.887567,2.1273,0,1604,NaN,NaN,NaN
58636,0.893444,2.144955,0,1604,NaN,NaN,NaN
58637,0.88169,2.16261,0,1604,NaN,NaN,NaN
58638,0.875813,2.183207,0,1602,NaN,NaN,NaN
58639,0.878752,2.180264,0,1601,NaN,NaN,NaN
58640,0.878752,2.177322,0,1600,NaN,NaN,NaN
58641,0.875813,2.17438,0,1600,NaN,NaN,NaN
58642,0.872875,2.16261,0,1602,NaN,NaN,NaN
58643,0.878752,2.153782,0,1603,NaN,NaN,NaN
58644,0.887567,2.153782,0,1603,NaN,NaN,NaN
58645,0.899321,2.168495,0,1602,NaN,NaN,NaN
58646,0.90226,2.180264,0,1601,NaN,NaN,NaN
58647,0.908136,2.180264,0,1600,NaN,NaN,NaN
58648,0.911075,2.180264,0,1598,NaN,NaN,NaN
58649,0.911075,2.183207,0,1599,NaN,NaN,NaN
58650,0.90226,2.189091,0,1602,NaN,NaN,NaN
58651,0.893444,2.192034,0,1604,NaN,NaN,NaN
58652,0.893444,2.194976,0,1605,NaN,NaN,NaN
58653,0.896383,2.197918,0,1606,NaN,NaN,NaN
58654,0.896383,2.197918,0,1607,NaN,NaN,NaN
58655,0.896383,2.200861,0,1607,NaN,NaN,NaN
58656,0.896383,2.200861,0,1606,NaN,NaN,NaN
58657,0.896383,2.203803,0,1605,NaN,NaN,NaN
58658,0.914013,2.203803,0,1605,NaN,NaN,NaN
58659,0.931644,2.206745,0,1604,NaN,NaN,NaN
58660,0.946336,2.209688,0,1603,NaN,NaN,NaN
58661,0.943398,2.209688,0,1602,NaN,NaN,NaN
58662,0.952213,2.206745,0,1602,NaN,NaN,NaN
58663,0.95809,2.21263,0,1601,NaN,NaN,NaN
58664,0.961028,2.236167,0,1600,NaN,NaN,NaN
58665,0.952213,2.256762,0,1598,NaN,NaN,NaN
58666,0.940459,2.26853,0,1598,NaN,NaN,NaN
58667,0.937521,2.265588,0,1599,NaN,NaN,NaN
58668,0.940459,2.271472,0,1599,NaN,NaN,NaN
58669,0.940459,2.280298,0,1598,NaN,NaN,NaN
58670,0.940459,2.286182,0,1599,NaN,NaN,NaN
58671,0.937521,2.295008,0,1600,NaN,NaN,NaN
58672,0.934582,2.303834,0,1601,NaN,NaN,NaN
58673,0.931644,2.312659,0,1600,NaN,NaN,NaN
58674,0.928706,2.315601,0,1600,NaN,NaN,NaN
58675,0.925767,2.309717,0,1600,NaN,NaN,NaN
58676,0.925767,2.295008,0,1601,NaN,NaN,NaN
58677,0.925767,2.277356,0,1601,NaN,NaN,NaN
58678,0.931644,2.265588,0,1599,NaN,NaN,NaN
58679,0.937521,2.259704,0,1598,NaN,NaN,NaN
58680,0.946336,2.256762,0,1597,NaN,NaN,NaN
58681,0.955151,2.26853,0,1597,NaN,NaN,NaN
